"playid","season","week","gamekey_internal","offense","defense","play_type","quarter","minutes","seconds","yards_to_endzone","down","distance","yards_gained","total_rbs","total_wrs","total_tes","personnel","shotgun","play_action","no_huddle","defenders_in_box","run_direction","yards_created","yards_blocked","target_depth","evaded_tackle1","evaded_tackle2","evaded_tackle3","oline_hurry","qb_seconds_to_throw","throw_under_duress","batted_pass","money_throw","interceptable_pass","danger_play","catchable_pass","contested_target","end_zone_target","drop","pass_breakup","qb_throw_away","receiver_separation_at_target","qb_id","runner_id","targeted_receiver_id","targeted_defender_id","coverage_type","skill1","skill1_route","skill1_motion","skill1_cushion","skill2","skill2_route","skill2_motion","skill2_cushion","skill3","skill3_route","skill3_motion","skill3_cushion","skill4","skill4_route","skill4_motion","skill4_cushion","skill5","skill5_route","skill5_motion","skill5_cushion","qb_pressure_defender1_id","qb_pressure_defender2_id","qb_pressure_defender3_id","pass_breakup_defender_id","description","first_down_gained","redzone","away_team","home_team","off_score","def_score","penalty_team","penalty","blocked_kick","interception","sack","fumble","fumble_lost","over_under","spread","surface","conditions","forecast_temp","forecast_wind"
1106070,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",2,8,27,"24",3,5,15,1,3,1,"11",1,0,0,6,"RT","","","","","","",1,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036389","","","1","00-0037741",1,"","8","00-0036912",1,"","6","00-0039746",0,"","","00-0037086",1,"","6","00-0035676",1,"P","8","00-0037665","","","","(8:27) (Shotgun) 1-J.Hurts scrambles right tackle to DAL 9 for 15 yards (28-M.Hooker).",1,"0","DAL","PHI",7,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106071,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",2,7,42,"9",1,9,1,1,2,2,"12",1,0,0,7,"RM","1","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0034844","","","","00-0036912",0,"","","00-0037086",0,"","","00-0034351",0,"","","00-0034844",0,"","","00-0035676",0,"","","","","","","(7:42) (Shotgun) 26-S.Barkley up the middle to DAL 8 for 1 yard (90-S.Thomas).",0,"1","DAL","PHI",7,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106072,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",2,6,58,"8",2,8,8,1,3,1,"11",1,0,0,6,"LE","","","","","","",1,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036389","","","2","00-0035676",1,"","2","00-0037741",1,"","5","00-0036912",1,"","10","00-0034844",1,"","","00-0037086",1,"","1","00-0033870","","","","(6:58) (Shotgun) 1-J.Hurts scrambles left end for 8 yards, TOUCHDOWN.",0,"1","DAL","PHI",7,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106073,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","FGXP",2,6,46,"15",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",0,"1","DAL","PHI",13,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106074,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","KOFF",2,6,46,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","4-J.Elliott kicks 57 yards from PHI 35 to DAL 8. 9-K.Turpin to DAL 31 for 23 yards (21-S.Brown).",0,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106075,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,6,41,"69",1,10,3,1,3,1,"11",0,1,0,7,"","0","3","-1","","","",0,"2.7",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0033077","","00-0038041","00-0037130","1","00-0038041",0,"","","00-0037666",1,"P","5","00-0035243",0,"","","00-0036358",1,"","1","00-0037247",1,"","7","","","","","(6:41) 4-D.Prescott pass short left to 87-J.Ferguson to DAL 34 for 3 yards (32-R.Blankenship).",0,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106076,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,6,3,"66",2,7,16,1,3,1,"11",1,0,0,6,"","3","13","9","","","",0,"2.1",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0033077","","00-0037801","00-0033878","1","00-0037801",1,"S","7","00-0038041",1,"","","00-0035243",0,"","","00-0036358",1,"","1","00-0037247",1,"","7","","","","","(6:03) (Shotgun) 4-D.Prescott pass short left to 9-K.Turpin pushed ob at 50 for 16 yards (8-A.Jackson).",1,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106077,2025,1,"2025-09-04_NA","","","NOPL",2,5,26,"50",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #1 by DAL at 05:26.",0,"0","DAL","PHI",0,0,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106078,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","RUSH",2,5,26,"50",1,10,0,1,2,2,"12",0,0,0,7,"RE","0","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035243","","","","00-0037247",0,"","","00-0035243",0,"","","00-0038547",0,"","","00-0039530",0,"","","00-0036358",0,"S","","","","","","(5:26) 24-M.Sanders right end to 50 for no gain (3-N.Smith). PENALTY on PHI-3-N.Smith, Taunting, 15 yards, enforced at 50.",0,"0","DAL","PHI",14,14,"PHI","Taunting",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106079,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","RUSH",2,5,3,"35",1,10,3,1,1,3,"13",0,1,0,7,"LE","","","","","","",1,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0033077","","","3","00-0036358",1,"","7","00-0039530",0,"P","","00-0035243",0,"","","00-0038547",0,"","","00-0038041",1,"","","00-0037073","00-0036922","","","(5:03) 4-D.Prescott scrambles left end to PHI 32 for 3 yards (53-Z.Baun).",0,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106080,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","RUSH",2,4,14,"32",2,7,5,0,4,1,"01",1,0,0,6,"LT","4","1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0037801","","","","00-0038041",0,"","","00-0037801",0,"","","00-0036358",0,"S","","00-0037666",0,"","","00-0037247",0,"","","","","","","(4:14) (Shotgun) 9-K.Turpin left tackle to PHI 27 for 5 yards (3-N.Smith; 8-A.Jackson).",0,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106081,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","RUSH",2,3,33,"27",3,2,4,1,3,1,"11",1,0,0,6,"RM","2","2","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036997","","","","00-0037801",0,"","","00-0038041",0,"","","00-0036997",0,"","","00-0036358",0,"","","00-0037247",0,"","","","","","","(3:33) (Shotgun) 33-J.Williams up the middle to PHI 23 for 4 yards (53-Z.Baun).",1,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106082,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,2,54,"23",1,10,0,1,3,1,"11",1,0,1,6,"","","","8","","","",0,"1.8",0,0,0,0,0,1,0,"0",1,0,0,"CLS","00-0033077","","00-0036358","00-0033878","1","00-0036358",1,"","8","00-0036997",0,"","","00-0038041",1,"P","9","00-0037801",1,"","1","00-0037247",1,"","6","","","","","(2:54) (No Huddle, Shotgun) 4-D.Prescott pass incomplete short left to 88-C.Lamb.",0,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106083,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,2,49,"23",2,10,0,1,3,1,"11",1,0,0,6,"","","","7","","","",0,"2.3",0,0,0,0,0,0,1,"0",0,1,0,"TCV","00-0033077","","00-0036358","00-0033878","1","00-0036358",1,"","8","00-0038041",1,"","","00-0036997",1,"","","00-0037247",1,"","1","00-0037666",1,"","7","","","","00-0033878","(2:49) (Shotgun) 4-D.Prescott pass incomplete short left to 88-C.Lamb (8-A.Jackson).",0,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106084,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,2,43,"23",3,10,0,1,3,1,"11",1,0,0,6,"","","","23","","","",0,"3.2",0,0,0,0,0,0,1,"1",0,0,0,"TCV","00-0033077","","00-0037247","00-0039888","2","00-0037247",1,"","8","00-0036997",1,"","","00-0038041",1,"","5","00-0037801",1,"","5","00-0036358",1,"","2","","","","","(2:43) (Shotgun) 4-D.Prescott pass incomplete deep left to 3-G.Pickens.",0,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106085,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","FGXP",2,2,38,"23",4,10,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(2:38) 17-B.Aubrey 41 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",0,"0","DAL","PHI",14,14,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106086,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","KOFF",2,2,34,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","17-B.Aubrey kicks 61 yards from DAL 35 to PHI 4. 28-W.Shipley MUFFS catch, and recovers at PHI 7. 28-W.Shipley to PHI 19 for 12 yards (35-M.Liufau).",0,"0","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106087,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",2,2,29,"81",1,10,4,1,3,1,"11",1,0,0,6,"LE","4","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0034844","","","","00-0037741",0,"","","00-0037086",0,"","","00-0034844",0,"","","00-0036912",0,"","","00-0035676",0,"","","","","","","(2:29) (Shotgun) 26-S.Barkley left end to PHI 23 for 4 yards (54-S.Williams).",0,"0","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106088,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","PASS",2,2,0,"77",2,6,0,1,3,1,"11",1,0,0,6,"","","","12","","","",0,"4.9",0,0,0,0,0,0,0,"0",0,0,1,"","00-0036389","","","","9","00-0034351",1,"","7","00-0036912",1,"P","5","00-0034844",1,"","","00-0037741",1,"","4","00-0035676",1,"","7","00-0036942","00-0037665","","","(2:00) (Shotgun) 1-J.Hurts pass incomplete short left [54-S.Williams].",0,"0","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106089,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","PASS",2,1,53,"77",3,6,51,1,3,1,"11",1,0,0,6,"","8","43","41","","","",0,"3.1",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0036389","","00-0037741","00-0037242","4","00-0035676",1,"P","7","00-0034351",1,"","9","00-0034844",1,"","","00-0036912",1,"","3","00-0037741",1,"","7","","","","","(1:53) (Shotgun) 1-J.Hurts pass deep middle to 2-J.Dotson to DAL 26 for 51 yards (20-K.Elam).",1,"0","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106090,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","PASS",2,1,20,"26",1,10,0,1,3,1,"11",1,0,1,6,"","","","-2","","","",0,"2.8",0,0,0,0,0,1,0,"0",1,0,0,"OPN","00-0036389","","00-0034844","00-0037665","4","00-0035676",1,"","7","00-0034351",1,"","12","00-0034844",0,"","","00-0036912",1,"","4","00-0037741",1,"","7","","","","","(1:20) (No Huddle, Shotgun) 1-J.Hurts pass incomplete short left to 26-S.Barkley.",0,"0","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106091,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","PASS",2,1,16,"26",2,10,8,1,3,1,"11",1,0,0,6,"","2","6","-4","00-0037275","","",1,"2.6",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0036389","","00-0034844","00-0037275","4","00-0035676",1,"","3","00-0034351",1,"","11","00-0034844",1,"","","00-0036912",1,"","1","00-0037741",1,"","7","00-0036942","","","","(1:16) (Shotgun) 1-J.Hurts pass short right to 26-S.Barkley pushed ob at DAL 18 for 8 yards (20-K.Elam; 59-K.Murray).",0,"0","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106092,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","PASS",2,1,9,"18",3,2,3,1,3,1,"11",1,0,0,5,"","","","3","","","",0,"2.3",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0036389","","00-0034844","00-0037275","4","00-0034844",1,"","6","00-0036912",1,"","4","00-0034351",1,"","12","00-0037741",1,"","3","00-0035676",1,"","7","","","","","(1:09) (Shotgun) 1-J.Hurts pass short left to 26-S.Barkley ran ob at DAL 15 for 3 yards.",1,"1","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106093,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",2,1,4,"15",1,10,5,1,3,1,"11",1,0,0,7,"RT","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036389","","","1","00-0034351",1,"","5","00-0034844",1,"","","00-0036912",1,"","10","00-0035676",1,"","5","00-0037741",1,"","7","","","","","(1:04) (Shotgun) 1-J.Hurts scrambles right tackle ran ob at DAL 10 for 5 yards (18-D.Clark).",0,"1","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106094,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",2,0,56,"10",2,5,10,1,3,1,"11",1,0,0,6,"RG","5","5","","00-0037275","00-0035301","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0034844","","","","00-0037741",0,"","","00-0034351",0,"","","00-0034844",0,"","","00-0036912",0,"","","00-0035676",0,"","","","","","","(:56) (Shotgun) 26-S.Barkley right guard for 10 yards, TOUCHDOWN.",1,"1","DAL","PHI",14,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106095,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","FGXP",2,0,51,"15",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",0,"1","DAL","PHI",20,17,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106096,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","KOFF",2,0,51,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","4-J.Elliott kicks 58 yards from PHI 35 to DAL 7. 9-K.Turpin MUFFS catch, and recovers at DAL 3. 9-K.Turpin to DAL 12 for 9 yards (21-S.Brown; 54-J.Trotter).",0,"0","DAL","PHI",17,21,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106097,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","NOPL",2,0,44,"88",1,10,0,1,3,1,"11",1,0,0,6,"","","","0","","","",0,"2.4",0,0,0,0,0,0,1,"0",0,0,0,"TCV","00-0033077","","","00-0039072","6","00-0037247",1,"","8","00-0037801",1,"","6","00-0036997",1,"","","00-0038041",1,"","8","00-0036358",1,"P","1","","","","","(:44) (Shotgun) 4-D.Prescott pass incomplete short right to 88-C.Lamb. PENALTY on PHI-23-J.Bennett, Defensive Pass Interference, 9 yards, enforced at DAL 12 - No Play.",0,"0","DAL","PHI",17,21,"PHI","Defensive Pass Interference",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106098,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,0,40,"79",1,10,5,1,3,1,"11",1,0,0,6,"","0","5","2","","","",0,"3.5",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0033077","","00-0038041","00-0039072","2","00-0037247",1,"","7","00-0037801",1,"","2","00-0036997",1,"","","00-0038041",0,"P","1","00-0036358",1,"","1","","","","","(:40) (Shotgun) 4-D.Prescott pass short right to 87-J.Ferguson to DAL 26 for 5 yards (23-J.Bennett). PENALTY on PHI-3-N.Smith, Roughing the Passer, 15 yards, enforced at DAL 26.",0,"0","DAL","PHI",17,21,"PHI","Roughing the Passer",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106099,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,0,34,"59",1,10,5,1,3,1,"11",1,0,1,6,"","0","5","4","","","",0,"2.7",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0033077","","00-0038041","00-0039072","C","00-0037247",1,"","8","00-0037801",1,"","1","00-0036997",1,"","","00-0038041",1,"P","4","00-0036358",1,"","7","","","","","(:34) (No Huddle, Shotgun) 4-D.Prescott pass short right to 87-J.Ferguson to DAL 46 for 5 yards (23-J.Bennett).",0,"0","DAL","PHI",17,21,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106100,2025,1,"2025-09-04_NA","","","NOPL",2,0,27,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #2 by DAL at 00:27.",0,"","DAL","PHI",0,0,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106101,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,0,27,"54",2,5,0,1,3,1,"11",1,1,0,6,"","0","0","-3","","","",0,"3.6",0,0,0,0,0,1,0,"0",0,0,0,"WO","00-0033077","","00-0037666","00-0039841","2","00-0037247",1,"","7","00-0036358",1,"","2","00-0037666",0,"","4","00-0036997",0,"","","00-0038041",1,"","1","","","","","(:27) (Shotgun) 4-D.Prescott pass short left to 1-J.Tolbert pushed ob at DAL 46 for no gain (33-C.DeJean).",0,"0","DAL","PHI",17,21,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106102,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,0,20,"54",3,5,9,1,3,1,"11",1,0,0,6,"","0","9","9","","","",0,"1.8",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0033077","","00-0037247","00-0039888","4","00-0038041",1,"","6","00-0036358",1,"","5","00-0036997",1,"","","00-0037666",1,"","4","00-0037247",1,"","6","","","","","(:20) (Shotgun) 4-D.Prescott pass short right to 3-G.Pickens to PHI 45 for 9 yards (27-Q.Mitchell).",1,"0","DAL","PHI",17,21,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106103,2025,1,"2025-09-04_NA","","","NOPL",2,0,15,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #3 by DAL at 00:15.",0,"","DAL","PHI",0,0,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106104,2025,1,"2025-09-04_NA","","","NOPL",2,0,15,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #1 by PHI at 00:15.",0,"","DAL","PHI",0,0,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106105,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,0,15,"45",1,10,10,1,3,1,"11",1,0,0,5,"","0","10","6","","","",0,"2.2",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0033077","","00-0036358","00-0039072","2M","00-0037247",1,"","9","00-0037666",1,"","1","00-0036997",1,"","","00-0038041",1,"","7","00-0036358",1,"","1","","","","","(:15) (Shotgun) 4-D.Prescott pass short right to 88-C.Lamb to PHI 35 for 10 yards (23-J.Bennett).",0,"0","DAL","PHI",17,21,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106106,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","PASS",2,0,4,"35",1,10,0,0,5,0,"00",0,0,1,0,"","","","-2","","","",0,"",0,0,0,0,0,0,0,"0",0,0,0,"","00-0033077","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(:04) (No Huddle) 4-D.Prescott spiked the ball to stop the clock.",0,"0","DAL","PHI",17,21,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106107,2025,1,"2025-09-04_NA","","","NOPL",2,0,3,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #2 by PHI at 00:03.",0,"","DAL","PHI",0,0,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106108,2025,1,"2025-09-04_PHI_DAL","DAL","PHI","FGXP",2,0,3,"35",2,10,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","00-0037666",0,"","","",0,"","","",0,"","","","","","","(:03) 17-B.Aubrey 53 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",0,"0","DAL","PHI",17,21,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106109,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","KOFF",3,15,0,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","17-B.Aubrey kicks 57 yards from DAL 35 to PHI 8. 18-J.Metchie pushed ob at PHI 28 for 20 yards (18-D.Clark).",0,"0","DAL","PHI",21,20,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106110,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","PASS",3,14,55,"72",1,10,5,1,2,2,"12",1,1,0,7,"","0","5","3","","","",1,"3.5",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0036389","","00-0034351","00-0037109","2","00-0035676",1,"","7","00-0034844",0,"","","00-0034351",1,"","","00-0037086",1,"","12","00-0036912",1,"","4","00-0037665","","","","(14:55) (Shotgun) 1-J.Hurts pass short middle to 88-D.Goedert to PHI 33 for 5 yards (57-J.Sanborn; 95-K.Clark).",0,"0","DAL","PHI",21,20,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106111,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","PASS",3,14,12,"67",2,5,6,1,2,2,"12",1,1,0,7,"","1","5","2","","","",1,"3.4",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0036389","","00-0034351","00-0039352","2","00-0035676",1,"","1","00-0036912",1,"P","7","00-0034844",0,"","","00-0034351",0,"","","00-0037086",1,"","","00-0037665","","","","(14:12) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert to PHI 39 for 6 yards (35-M.Liufau).",1,"0","DAL","PHI",21,20,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106112,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","PASS",3,13,39,"61",1,10,3,1,2,2,"12",1,1,1,7,"","0","3","3","","","",0,"2.4",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0036389","","00-0036912","00-0037242","2","00-0034351",1,"","","00-0034844",0,"","","00-0037086",0,"","4","00-0036912",1,"P","12","00-0035676",1,"","7","","","","","(13:39) (No Huddle, Shotgun) 1-J.Hurts pass short right to 6-D.Smith to PHI 42 for 3 yards (20-K.Elam).",0,"0","DAL","PHI",21,20,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106113,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",3,12,55,"58",2,7,12,1,3,1,"11",1,0,0,6,"LT","8","4","","00-0039900","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0034844","","","","00-0036912",0,"","","00-0037086",0,"","","00-0034844",0,"","","00-0037614",0,"P","6","00-0035676",0,"","6","","","","","(12:55) (Shotgun) 26-S.Barkley left tackle to DAL 46 for 12 yards (28-M.Hooker; 93-J.Toia).",1,"0","DAL","PHI",21,20,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106114,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",3,12,12,"46",1,10,9,1,2,2,"12",1,0,0,6,"LT","9","0","","00-0033870","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036265","","","","00-0035676",0,"","","00-0036876",0,"","","00-0036265",0,"","","00-0037086",0,"","","00-0036912",0,"","","","","","","(12:12) (Shotgun) 29-A.Dillon left tackle to DAL 37 for 9 yards (35-M.Liufau).",0,"0","DAL","PHI",21,20,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106115,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",3,11,26,"37",2,1,1,1,2,2,"12",1,0,0,7,"RG","2","-1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036265","","","","00-0036912",1,"","5","00-0037086",1,"","","00-0036265",0,"","","00-0036876",0,"","","00-0035676",1,"P","8","","","","","(11:26) (Shotgun) 29-A.Dillon right guard to DAL 36 for 1 yard (90-S.Thomas).",0,"0","DAL","PHI",21,20,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
1106116,2025,1,"2025-09-04_PHI_DAL","PHI","DAL","RUSH",3,10,47,"36",1,10,0,1,2,2,"12",1,0,0,7,"RM","0","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036265","","","","00-0035676",0,"","","00-0036876",0,"","","00-0036265",0,"","","00-0037086",0,"","","00-0036912",0,"","","","","","","(10:47) (Shotgun) 29-A.Dillon up the middle to DAL 36 for no gain (6-D.Wilson; 95-K.Clark).",0,"0","DAL","PHI",21,20,"","",0,0,0,0,0,47.5,8,"Grass","Rain",75,11
